year,ID,Estimate; HOUSEHOLDS BY TYPE - Total households,Estimate; HOUSEHOLDS BY TYPE - Households with one or more people under 18 years,Estimate; HOUSEHOLDS BY TYPE - Households with one or more people 65 years and over,Estimate; HOUSEHOLDS BY TYPE - Average household size,Estimate; HOUSEHOLDS BY TYPE - Average family size,Estimate; RELATIONSHIP - Population in households,Estimate; MARITAL STATUS - Males 15 years and over,Estimate; MARITAL STATUS - Females 15 years and over,Estimate; GRANDPARENTS - Number of grandparents living with own grandchildren under 18 years,Estimate; GRANDPARENTS - Number of grandparents responsible for own grandchildren under 18 years,Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school,Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over,Estimate; VETERAN STATUS - Civilian population 18 years and over,Estimate; RESIDENCE 1 YEAR AGO - Population 1 year and over,Estimate; PLACE OF BIRTH - Total population,Estimate; U.S. CITIZENSHIP STATUS - Foreign-born population,Estimate; YEAR OF ENTRY - Population born outside the United States,Estimate; YEAR OF ENTRY - Native,Estimate; YEAR OF ENTRY - Foreign born,Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population£» excluding population born at sea,Estimate; LANGUAGE SPOKEN AT HOME - Population 5 years and over,Estimate; ANCESTRY - Total population,number
5,21033,5293.0,1472.0,1763.0,2.39,2.86,12666.0,4937.0,5459.0,313.0,83.0,2640.0,9003.0,9931.0,12680.0,12826.0,6.0,8.0,2.0,6.0,6.0,12074.0,12826.0,97
6,21033,5322.0,1622.0,1693.0,2.37,2.73,12600.0,4838.0,5478.0,298.0,181.0,2655.0,8938.0,9845.0,12596.0,12758.0,15.0,16.0,1.0,15.0,15.0,12030.0,12758.0,85
0,21035,14844.0,3995.0,3700.0,2.26,2.82,33518.0,14761.0,16466.0,460.0,233.0,12300.0,22347.0,30015.0,36411.0,36763.0,1142.0,1309.0,167.0,1142.0,1142.0,34873.0,36763.0,97
1,21035,14967.0,3835.0,3844.0,2.24,2.8,33535.0,14741.0,16743.0,348.0,116.0,12470.0,22331.0,30281.0,36636.0,36999.0,1266.0,1404.0,138.0,1266.0,1266.0,35095.0,36999.0,101
2,21035,14998.0,3894.0,3955.0,2.26,2.86,33849.0,14803.0,16816.0,512.0,224.0,12535.0,22450.0,30421.0,36814.0,37198.0,1412.0,1493.0,81.0,1412.0,1412.0,35239.0,37198.0,104
3,21035,14937.0,3921.0,3992.0,2.28,2.88,34074.0,15193.0,16566.0,596.0,310.0,12566.0,22711.0,30592.0,37064.0,37383.0,1558.0,1673.0,115.0,1558.0,1558.0,35447.0,37383.0,111
4,21035,14854.0,3898.0,4085.0,2.32,2.95,34529.0,15416.0,16840.0,812.0,458.0,12803.0,22927.0,31040.0,37613.0,37981.0,1850.0,1965.0,115.0,1850.0,1850.0,35998.0,37981.0,143
5,21035,14834.0,3911.0,4131.0,2.35,3.02,34786.0,15539.0,16889.0,726.0,447.0,12737.0,23019.0,31193.0,37782.0,38106.0,2153.0,2314.0,161.0,2153.0,2153.0,36139.0,38106.0,95
6,21035,15002.0,4072.0,4250.0,2.32,2.99,34826.0,15456.0,16896.0,773.0,542.0,12857.0,23270.0,31159.0,37976.0,38302.0,1987.0,2134.0,147.0,1987.0,1987.0,36215.0,38302.0,225
0,21037,35300.0,11034.0,8290.0,2.41,3.07,84982.0,34813.0,37347.0,2122.0,1090.0,25252.0,58522.0,68360.0,87776.0,89016.0,1567.0,1859.0,292.0,1567.0,1567.0,83599.0,89016.0,852
1,21037,35258.0,10753.0,8231.0,2.47,3.15,86930.0,35191.0,37474.0,2099.0,1108.0,25173.0,59029.0,68976.0,88287.0,89598.0,1761.0,2002.0,241.0,1761.0,1761.0,84046.0,89598.0,1015
2,21037,35235.0,10689.0,8400.0,2.48,3.15,87391.0,35456.0,37696.0,2012.0,919.0,25303.0,59501.0,69568.0,88776.0,90119.0,1738.0,2079.0,341.0,1738.0,1738.0,84472.0,90119.0,981
3,21037,35203.0,10708.0,8429.0,2.49,3.13,87830.0,35664.0,37915.0,1679.0,740.0,24864.0,60092.0,70090.0,89305.0,90606.0,1875.0,2298.0,423.0,1875.0,1875.0,84855.0,90606.0,1084
4,21037,35478.0,10582.0,8498.0,2.49,3.11,88307.0,35974.0,38312.0,1782.0,760.0,24829.0,60765.0,70821.0,90019.0,91268.0,2083.0,2501.0,418.0,2083.0,2083.0,85517.0,91268.0,1036
5,21037,35477.0,10608.0,8748.0,2.49,3.09,88421.0,36113.0,38533.0,1614.0,672.0,24125.0,61352.0,71192.0,90351.0,91475.0,2189.0,2687.0,498.0,2189.0,2189.0,85852.0,91475.0,1075
6,21037,35954.0,10868.0,9050.0,2.46,3.01,88314.0,36298.0,38694.0,1610.0,691.0,23436.0,61794.0,71527.0,90378.0,91456.0,2104.0,2648.0,544.0,2104.0,2104.0,86082.0,91456.0,1102
0,21039,2062.0,734.0,692.0,2.44,2.86,5038.0,2039.0,2197.0,116.0,76.0,1043.0,3602.0,4008.0,5083.0,5126.0,23.0,27.0,4.0,23.0,23.0,4827.0,5126.0,26
1,21039,2018.0,675.0,690.0,2.5,2.94,5037.0,1999.0,2136.0,88.0,64.0,1101.0,3541.0,3919.0,5061.0,5094.0,5.0,9.0,4.0,5.0,5.0,4772.0,5094.0,19.5
2,21039,2085.0,728.0,674.0,2.41,2.78,5022.0,1995.0,2158.0,83.0,52.0,1072.0,3562.0,3940.0,5033.0,5081.0,36.0,42.0,6.0,36.0,36.0,4775.0,5081.0,13
3,21039,2034.0,641.0,649.0,2.46,2.82,5004.0,1996.0,2132.0,58.0,4.0,1052.0,3537.0,3913.0,4987.0,5064.0,28.0,35.0,7.0,28.0,28.0,4749.0,5064.0,12.0
4,21039,2075.0,647.0,679.0,2.4,2.85,4971.0,1984.0,2148.0,102.0,35.0,1070.0,3553.0,3919.0,4979.0,5031.0,41.0,49.0,8.0,41.0,41.0,4738.0,5031.0,11
5,21039,2059.0,595.0,679.0,2.39,2.89,4923.0,1979.0,2104.0,154.0,67.0,1039.0,3535.0,3885.0,4922.0,4984.0,48.0,52.0,4.0,48.0,48.0,4678.0,4984.0,12
6,21039,2088.0,588.0,740.0,2.34,2.88,4893.0,1976.0,2069.0,162.0,83.0,1040.0,3496.0,3855.0,4887.0,4954.0,42.0,50.0,8.0,42.0,42.0,4636.0,4954.0,13.75
0,21041,4222.0,1464.0,1044.0,2.51,2.88,10583.0,4236.0,4281.0,289.0,159.0,2278.0,7063.0,8023.0,10621.0,10703.0,497.0,509.0,12.0,497.0,497.0,10008.0,10703.0,99
1,21041,4195.0,1488.0,1021.0,2.48,2.78,10385.0,4311.0,4290.0,227.0,61.0,2363.0,7135.0,8095.0,10739.0,10801.0,518.0,529.0,11.0,518.0,518.0,10070.0,10801.0,125
2,21041,4268.0,1472.0,1050.0,2.45,2.83,10444.0,4305.0,4297.0,268.0,129.0,2403.0,7147.0,8117.0,10717.0,10851.0,554.0,571.0,17.0,554.0,554.0,10031.0,10851.0,191
3,21041,4269.0,1480.0,1093.0,2.46,2.89,10497.0,4294.0,4296.0,273.0,148.0,2363.0,7168.0,8146.0,10772.0,10902.0,500.0,519.0,19.0,500.0,500.0,10012.0,10902.0,165
4,21041,4108.0,1437.0,1066.0,2.55,3.05,10486.0,4319.0,4263.0,288.0,156.0,2359.0,7096.0,8133.0,10701.0,10871.0,481.0,487.0,6.0,481.0,481.0,9999.0,10871.0,185
5,21041,3988.0,1225.0,1024.0,2.63,3.25,10491.0,4361.0,4190.0,213.0,124.0,2304.0,7087.0,8119.0,10626.0,10830.0,438.0,448.0,10.0,438.0,438.0,9936.0,10830.0,130
6,21041,4030.0,1349.0,1104.0,2.59,3.16,10432.0,4288.0,4198.0,343.0,162.0,2344.0,7196.0,8058.0,10579.0,10776.0,347.0,360.0,13.0,347.0,347.0,9911.0,10776.0,170
0,21043,10577.0,3196.0,2960.0,2.53,3.01,26709.0,10998.0,11519.0,288.0,213.0,6868.0,18703.0,21296.0,27457.0,27821.0,64.0,232.0,168.0,64.0,64.0,26140.0,27821.0,354
1,21043,10407.0,2935.0,3064.0,2.59,3.14,26999.0,11024.0,11446.0,379.0,285.0,6972.0,18667.0,21272.0,27400.0,27760.0,75.0,181.0,106.0,75.0,75.0,26074.0,27760.0,306
2,21043,10412.0,2952.0,3076.0,2.58,3.14,26856.0,11010.0,11368.0,455.0,320.0,6680.0,18538.0,21205.0,27249.0,27594.0,90.0,138.0,48.0,90.0,90.0,25899.0,27594.0,291
3,21043,10319.0,2994.0,3078.0,2.59,3.11,26772.0,10969.0,11332.0,489.0,347.0,6691.0,18449.0,21146.0,27147.0,27493.0,108.0,166.0,58.0,108.0,108.0,25747.0,27493.0,174
4,21043,10525.0,3085.0,3146.0,2.54,3.06,26698.0,10902.0,11467.0,655.0,492.0,6474.0,18496.0,21209.0,27095.0,27439.0,120.0,166.0,46.0,120.0,120.0,25726.0,27439.0,224
5,21043,10487.0,3119.0,3175.0,2.54,3.09,26608.0,10887.0,11400.0,737.0,552.0,6610.0,18393.0,21140.0,27006.0,27326.0,193.0,234.0,41.0,193.0,193.0,25668.0,27326.0,212
6,21043,10647.0,3433.0,3250.0,2.5,2.97,26565.0,10838.0,11370.0,762.0,590.0,6534.0,18391.0,21103.0,26991.0,27292.0,150.0,214.0,64.0,150.0,150.0,25613.0,27292.0,190
0,21045,6012.0,1757.0,1790.0,2.61,3.18,15664.0,6148.0,6592.0,323.0,183.0,3572.0,10912.0,12080.0,15762.0,15939.0,212.0,262.0,50.0,212.0,212.0,14948.0,15939.0,148
1,21045,6032.0,1937.0,1706.0,2.6,3.18,15681.0,6058.0,6540.0,522.0,206.0,3586.0,10821.0,11955.0,15733.0,15939.0,131.0,180.0,49.0,131.0,131.0,14842.0,15939.0,114
2,21045,6162.0,1936.0,1851.0,2.55,3.1,15698.0,6183.0,6605.0,471.0,240.0,3489.0,10916.0,12120.0,15771.0,15984.0,159.0,197.0,38.0,159.0,159.0,14932.0,15984.0,138
3,21045,6050.0,1883.0,1889.0,2.59,3.14,15692.0,6287.0,6644.0,511.0,301.0,3508.0,11016.0,12242.0,15745.0,16006.0,196.0,256.0,60.0,196.0,196.0,14975.0,16006.0,112
4,21045,6186.0,1857.0,2026.0,2.53,3.12,15664.0,6370.0,6618.0,541.0,292.0,3254.0,11056.0,12316.0,15762.0,16002.0,197.0,235.0,38.0,197.0,197.0,14990.0,16002.0,104
5,21045,6384.0,1952.0,2124.0,2.44,3.0,15575.0,6348.0,6668.0,433.0,254.0,3222.0,11050.0,12334.0,15786.0,15954.0,198.0,256.0,58.0,198.0,198.0,14958.0,15954.0,195
6,21045,6412.0,1853.0,2231.0,2.42,3.01,15536.0,6356.0,6664.0,330.0,222.0,3274.0,11088.0,12335.0,15767.0,15928.0,194.0,255.0,61.0,194.0,194.0,14961.0,15928.0,114
0,21047,25923.0,11027.0,5298.0,2.59,3.09,67236.0,27959.0,26897.0,1172.0,568.0,18772.0,41563.0,45259.0,71250.0,72678.0,2101.0,4177.0,2076.0,2101.0,2101.0,65882.0,72678.0,439
1,21047,26117.0,11024.0,5306.0,2.6,3.1,67894.0,28056.0,27189.0,1351.0,706.0,19292.0,42080.0,45402.0,71884.0,73266.0,2221.0,4207.0,1986.0,2221.0,2221.0,66353.0,73266.0,367
2,21047,26100.0,11059.0,5397.0,2.62,3.14,68282.0,28425.0,27099.0,1365.0,697.0,19575.0,42375.0,45774.0,72315.0,73722.0,2409.0,4089.0,1680.0,2409.0,2409.0,66673.0,73722.0,181
3,21047,25899.0,10861.0,5477.0,2.65,3.21,68580.0,28786.0,27004.0,1492.0,818.0,20104.0,42504.0,46217.0,72809.0,74169.0,2391.0,3943.0,1552.0,2391.0,2391.0,67058.0,74169.0,350
4,21047,25734.0,10716.0,5673.0,2.67,3.23,68705.0,29307.0,26723.0,1504.0,870.0,19929.0,42455.0,46554.0,72998.0,74459.0,2323.0,3784.0,1461.0,2323.0,2323.0,67183.0,74459.0,398
5,21047,25521.0,10426.0,5777.0,2.67,3.22,68068.0,29455.0,26337.0,1549.0,910.0,19272.0,42158.0,46069.0,72705.0,74159.0,2244.0,3565.0,1321.0,2244.0,2244.0,66966.0,74159.0,261
6,21047,25382.0,10099.0,5776.0,2.66,3.25,67619.0,29769.0,26070.0,1433.0,891.0,18764.0,41893.0,45832.0,72576.0,73936.0,2061.0,3261.0,1200.0,2061.0,2061.0,66918.0,73936.0,390
0,21049,14535.0,5077.0,3607.0,2.42,2.81,35105.0,13675.0,14733.0,994.0,650.0,8035.0,24262.0,26872.0,34752.0,35305.0,460.0,631.0,171.0,460.0,460.0,33052.0,35305.0,214
1,21049,14406.0,4818.0,3683.0,2.43,2.83,35001.0,13641.0,14957.0,960.0,567.0,8267.0,24506.0,27089.0,35002.0,35446.0,549.0,838.0,289.0,549.0,549.0,33251.0,35446.0,257
2,21049,14547.0,4684.0,3840.0,2.41,2.82,35125.0,13770.0,14874.0,855.0,503.0,8047.0,24650.0,27240.0,35217.0,35555.0,533.0,819.0,286.0,533.0,533.0,33317.0,35555.0,241
3,21049,14498.0,4794.0,3818.0,2.43,2.85,35179.0,13872.0,14856.0,954.0,528.0,7912.0,24792.0,27380.0,35318.0,35608.0,399.0,679.0,280.0,399.0,399.0,33348.0,35608.0,192
4,21049,14368.0,4548.0,3986.0,2.45,2.92,35201.0,13897.0,14940.0,1028.0,582.0,8183.0,24799.0,27388.0,35275.0,35633.0,506.0,806.0,300.0,506.0,506.0,33389.0,35633.0,260
5,21049,14173.0,4529.0,4071.0,2.49,2.95,35227.0,13930.0,14983.0,1089.0,612.0,8103.0,24835.0,27469.0,35333.0,35657.0,542.0,836.0,294.0,542.0,542.0,33547.0,35657.0,204
6,21049,14183.0,4396.0,4262.0,2.49,2.94,35291.0,13918.0,15089.0,1045.0,626.0,7934.0,24981.0,27532.0,35391.0,35706.0,589.0,825.0,236.0,589.0,589.0,33603.0,35706.0,224
0,21051,6520.0,1939.0,1878.0,3.21,4.03,20897.0,9558.0,8645.0,385.0,174.0,4975.0,15049.0,17006.0,22059.0,22197.0,245.0,253.0,8.0,245.0,245.0,20925.0,22197.0,208
1,21051,6731.0,1956.0,1937.0,2.98,3.71,20052.0,9622.0,8476.0,520.0,335.0,4825.0,15106.0,17083.0,21773.0,22001.0,209.0,225.0,16.0,209.0,209.0,20644.0,22001.0,273
2,21051,6971.0,1954.0,1978.0,2.86,3.64,19949.0,9626.0,8340.0,667.0,486.0,4749.0,14994.0,16994.0,21599.0,21833.0,148.0,176.0,28.0,148.0,148.0,20419.0,21833.0,228
3,21051,7317.0,2136.0,2048.0,2.71,3.36,19797.0,9622.0,8205.0,529.0,363.0,4631.0,14993.0,16947.0,21420.0,21633.0,143.0,167.0,24.0,143.0,143.0,20175.0,21633.0,228
4,21051,7652.0,2329.0,2083.0,2.56,3.1,19624.0,9566.0,8194.0,542.0,398.0,4447.0,15057.0,16943.0,21149.0,21446.0,184.0,217.0,33.0,184.0,184.0,20065.0,21446.0,209
5,21051,7707.0,2513.0,2210.0,2.53,3.06,19534.0,9441.0,8127.0,575.0,366.0,4336.0,14919.0,16790.0,20903.0,21300.0,177.0,233.0,56.0,177.0,177.0,19909.0,21300.0,207
6,21051,7679.0,2605.0,2177.0,2.53,3.06,19436.0,9366.0,8065.0,642.0,328.0,4216.0,14897.0,16674.0,20773.0,21160.0,212.0,271.0,59.0,212.0,212.0,19889.0,21160.0,270
0,21053,4184.0,1382.0,1244.0,2.43,3.04,10151.0,3999.0,4167.0,381.0,201.0,2380.0,6935.0,7726.0,10014.0,10161.0,182.0,182.0,0.0,182.0,182.0,9559.0,10161.0,75
1,21053,3986.0,1324.0,1212.0,2.53,3.14,10098.0,4005.0,4199.0,336.0,174.0,2428.0,6930.0,7705.0,10092.0,10215.0,90.0,90.0,0.0,90.0,90.0,9562.0,10215.0,35
2,21053,3908.0,1227.0,1241.0,2.59,3.32,10114.0,4045.0,4237.0,404.0,257.0,2371.0,6987.0,7771.0,10145.0,10244.0,116.0,116.0,0.0,116.0,116.0,9601.0,10244.0,60
3,21053,3960.0,1297.0,1240.0,2.54,3.3,10067.0,4055.0,4210.0,388.0,257.0,2356.0,7017.0,7732.0,10092.0,10210.0,132.0,147.0,15.0,132.0,132.0,9581.0,10210.0,34
4,21053,3878.0,1198.0,1227.0,2.59,3.32,10041.0,4054.0,4172.0,326.0,235.0,2379.0,6989.0,7720.0,10065.0,10192.0,122.0,136.0,14.0,122.0,122.0,9529.0,10192.0,72
5,21053,3858.0,1276.0,1250.0,2.6,3.31,10030.0,4045.0,4161.0,262.0,180.0,2288.0,6967.0,7719.0,10070.0,10188.0,113.0,128.0,15.0,113.0,113.0,9506.0,10188.0,67
6,21053,3863.0,1229.0,1271.0,2.59,3.31,10015.0,4047.0,4127.0,297.0,179.0,2159.0,6982.0,7734.0,10013.0,10172.0,138.0,154.0,16.0,138.0,138.0,9453.0,10172.0,74
0,21055,3749.0,1108.0,1234.0,2.45,3.08,9183.0,3679.0,3824.0,328.0,188.0,1892.0,6374.0,7095.0,9298.0,9313.0,56.0,111.0,55.0,56.0,56.0,8712.0,9313.0,34
1,21055,3855.0,1061.0,1213.0,2.39,3.09,9207.0,3714.0,3808.0,378.0,212.0,1765.0,6512.0,7149.0,9281.0,9331.0,43.0,109.0,66.0,43.0,43.0,8717.0,9331.0,37
2,21055,3835.0,997.0,1277.0,2.39,3.08,9175.0,3752.0,3792.0,315.0,158.0,1831.0,6545.0,7184.0,9195.0,9321.0,61.0,120.0,59.0,61.0,61.0,8720.0,9321.0,22
3,21055,3794.0,1068.0,1281.0,2.41,3.08,9125.0,3743.0,3751.0,305.0,165.0,1704.0,6498.0,7134.0,9172.0,9283.0,53.0,94.0,41.0,53.0,53.0,8720.0,9283.0,40
4,21055,3812.0,1082.0,1293.0,2.38,3.0,9079.0,3732.0,3741.0,319.0,185.0,1701.0,6468.0,7122.0,9136.0,9254.0,52.0,73.0,21.0,52.0,52.0,8711.0,9254.0,29
5,21055,3755.0,1032.0,1281.0,2.4,2.96,9028.0,3728.0,3748.0,301.0,186.0,1766.0,6476.0,7120.0,9129.0,9222.0,57.0,76.0,19.0,57.0,57.0,8714.0,9222.0,30
6,21055,3721.0,1103.0,1299.0,2.42,2.91,9012.0,3740.0,3723.0,287.0,182.0,1823.0,6459.0,7102.0,9114.0,9211.0,82.0,102.0,20.0,82.0,82.0,8698.0,9211.0,33
0,21057,2660.0,766.0,853.0,2.58,3.31,6865.0,2740.0,2972.0,76.0,21.0,1395.0,4788.0,5355.0,6931.0,6931.0,7.0,83.0,76.0,7.0,7.0,6516.0,6931.0,17
1,21057,2668.0,755.0,860.0,2.54,3.18,6784.0,2751.0,2902.0,131.0,62.0,1419.0,4784.0,5323.0,6863.0,6884.0,5.0,45.0,40.0,5.0,5.0,6479.0,6884.0,29
2,21057,2605.0,693.0,888.0,2.59,3.26,6759.0,2747.0,2877.0,157.0,71.0,1408.0,4787.0,5324.0,6831.0,6857.0,42.0,75.0,33.0,42.0,42.0,6448.0,6857.0,20
3,21057,2604.0,673.0,909.0,2.59,3.18,6747.0,2662.0,2933.0,150.0,59.0,1579.0,4762.0,5322.0,6819.0,6842.0,31.0,56.0,25.0,31.0,31.0,6441.0,6842.0,11
4,21057,2684.0,732.0,914.0,2.51,3.0,6737.0,2654.0,2947.0,162.0,85.0,1481.0,4782.0,5335.0,6807.0,6829.0,27.0,46.0,19.0,27.0,27.0,6444.0,6829.0,39
5,21057,2743.0,800.0,934.0,2.45,2.9,6714.0,2683.0,2900.0,172.0,79.0,1542.0,4782.0,5316.0,6784.0,6807.0,44.0,44.0,0.0,44.0,44.0,6426.0,6807.0,37
6,21057,2771.0,789.0,951.0,2.41,2.93,6687.0,2673.0,2889.0,246.0,138.0,1383.0,4786.0,5307.0,6669.0,6780.0,51.0,51.0,0.0,51.0,51.0,6381.0,6780.0,64
0,21059,37644.0,12211.0,9577.0,2.45,3.01,92060.0,36300.0,39665.0,2166.0,1190.0,24024.0,63474.0,71920.0,94280.0,95398.0,1738.0,2054.0,316.0,1738.0,1738.0,88810.0,95398.0,591
1,21059,37279.0,11989.0,9733.0,2.5,3.06,93037.0,36555.0,39984.0,2175.0,1170.0,24203.0,64151.0,72492.0,94895.0,96062.0,1748.0,2129.0,381.0,1748.0,1748.0,89494.0,96062.0,588
2,21059,37582.0,11771.0,10104.0,2.49,3.06,93757.0,36846.0,40218.0,2108.0,1047.0,24668.0,64744.0,73056.0,95650.0,96711.0,1848.0,2289.0,441.0,1848.0,1848.0,90143.0,96711.0,547
3,21059,37677.0,12076.0,10140.0,2.51,3.04,94402.0,37043.0,40342.0,2112.0,1107.0,24992.0,65223.0,73436.0,96076.0,97230.0,1856.0,2346.0,490.0,1856.0,1856.0,90719.0,97230.0,594
4,21059,38000.0,12028.0,10479.0,2.5,3.06,94882.0,37127.0,40599.0,2145.0,1042.0,25318.0,65614.0,73780.0,96542.0,97631.0,2110.0,2550.0,440.0,2110.0,2110.0,91106.0,97631.0,672
5,21059,38536.0,12439.0,10587.0,2.48,3.02,95482.0,37403.0,40816.0,2380.0,1125.0,24695.0,66181.0,74265.0,97077.0,98173.0,2217.0,2692.0,475.0,2217.0,2217.0,91654.0,98173.0,614
6,21059,39282.0,12509.0,11086.0,2.44,3.0,95763.0,37687.0,40885.0,2276.0,1146.0,24894.0,66401.0,74617.0,97670.0,98724.0,2438.0,3000.0,562.0,2438.0,2438.0,92063.0,98724.0,629
0,21061,4752.0,1517.0,1338.0,2.43,2.84,11530.0,5017.0,4940.0,199.0,115.0,2593.0,8223.0,9368.0,11952.0,12086.0,120.0,141.0,21.0,120.0,120.0,11428.0,12086.0,78
1,21061,4770.0,1442.0,1368.0,2.48,2.92,11811.0,4932.0,4991.0,182.0,81.0,2669.0,8347.0,9409.0,12001.0,12110.0,147.0,152.0,5.0,147.0,147.0,11421.0,12110.0,86
2,21061,4819.0,1520.0,1421.0,2.45,2.94,11808.0,4997.0,4979.0,120.0,84.0,2850.0,8232.0,9448.0,12087.0,12141.0,187.0,191.0,4.0,187.0,187.0,11452.0,12141.0,54
3,21061,4766.0,1450.0,1477.0,2.47,2.94,11756.0,5020.0,5052.0,136.0,105.0,2702.0,8462.0,9560.0,12058.0,12148.0,199.0,213.0,14.0,199.0,199.0,11498.0,12148.0,40
4,21061,4734.0,1486.0,1513.0,2.48,2.91,11754.0,5074.0,5068.0,158.0,132.0,2623.0,8511.0,9645.0,12046.0,12137.0,245.0,266.0,21.0,245.0,245.0,11528.0,12137.0,34
5,21061,4659.0,1345.0,1590.0,2.51,2.96,11701.0,5106.0,5060.0,133.0,99.0,2521.0,8526.0,9680.0,12042.0,12105.0,137.0,162.0,25.0,137.0,137.0,11514.0,12105.0,55
6,21061,4712.0,1406.0,1610.0,2.48,2.87,11698.0,5071.0,5109.0,313.0,176.0,2243.0,8595.0,9706.0,12018.0,12086.0,75.0,95.0,20.0,75.0,75.0,11546.0,12086.0,50
0,21063,2546.0,781.0,674.0,2.54,3.11,6468.0,3416.0,2763.0,84.0,72.0,1522.0,5151.0,5876.0,7435.0,7493.0,0.0,0.0,0.0,0.0,0.0,7055.0,7493.0,91
1,21063,2602.0,827.0,683.0,2.53,3.01,6593.0,3512.0,2778.0,92.0,77.0,1442.0,5261.0,5993.0,7534.0,7594.0,38.0,38.0,0.0,38.0,38.0,7160.0,7594.0,53
2,21063,2508.0,748.0,801.0,2.7,3.25,6780.0,3667.0,2809.0,97.0,89.0,1445.0,5401.0,6204.0,7712.0,7774.0,26.0,26.0,0.0,26.0,26.0,7347.0,7774.0,35
3,21063,2618.0,835.0,881.0,2.59,3.17,6787.0,3701.0,2837.0,150.0,121.0,1413.0,5451.0,6269.0,7721.0,7784.0,19.0,19.0,0.0,19.0,19.0,7404.0,7784.0,19
4,21063,2790.0,965.0,956.0,2.43,2.9,6767.0,3724.0,2823.0,182.0,140.0,1415.0,5665.0,6281.0,7711.0,7781.0,13.0,13.0,0.0,13.0,13.0,7404.0,7781.0,47
5,21063,2750.0,966.0,963.0,2.44,2.87,6703.0,3728.0,2808.0,247.0,192.0,1421.0,5655.0,6275.0,7640.0,7725.0,16.0,16.0,0.0,16.0,16.0,7386.0,7725.0,25
6,21063,2624.0,970.0,961.0,2.52,2.99,6601.0,3722.0,2775.0,266.0,203.0,1405.0,5639.0,6238.0,7569.0,7661.0,4.0,4.0,0.0,4.0,4.0,7316.0,7661.0,22
0,21065,5604.0,1849.0,1562.0,2.61,3.16,14599.0,5869.0,6043.0,305.0,218.0,2853.0,10244.0,11280.0,14507.0,14733.0,43.0,113.0,70.0,43.0,43.0,13845.0,14733.0,85
1,21065,5680.0,1862.0,1636.0,2.57,3.14,14592.0,5892.0,6064.0,296.0,182.0,3140.0,10318.0,11353.0,14528.0,14711.0,16.0,16.0,0.0,16.0,16.0,13851.0,14711.0,31
2,21065,5801.0,1882.0,1644.0,2.5,3.06,14524.0,5830.0,6082.0,351.0,197.0,3136.0,10297.0,11327.0,14507.0,14647.0,12.0,12.0,0.0,12.0,12.0,13780.0,14647.0,60
3,21065,5829.0,1899.0,1671.0,2.48,3.0,14478.0,5927.0,5975.0,430.0,238.0,3091.0,10294.0,11341.0,14474.0,14601.0,29.0,29.0,0.0,29.0,29.0,13759.0,14601.0,10
4,21065,5706.0,1812.0,1706.0,2.53,2.99,14420.0,5807.0,6069.0,465.0,313.0,3017.0,10277.0,11335.0,14365.0,14547.0,28.0,28.0,0.0,28.0,28.0,13721.0,14547.0,99
5,21065,5750.0,1813.0,1803.0,2.49,2.99,14345.0,5774.0,6030.0,548.0,316.0,2989.0,10210.0,11269.0,14310.0,14476.0,28.0,28.0,0.0,28.0,28.0,13639.0,14476.0,27
6,21065,5622.0,1791.0,1756.0,2.54,3.06,14276.0,5758.0,6008.0,610.0,377.0,2900.0,10190.0,11240.0,14220.0,14406.0,28.0,42.0,14.0,28.0,28.0,13564.0,14406.0,86
0,21067,120917.0,35958.0,21429.0,2.29,2.9,276491.0,115359.0,121527.0,4143.0,2210.0,83499.0,185370.0,227214.0,284501.0,288045.0,24586.0,26897.0,2311.0,24586.0,24586.0,269512.0,288045.0,1967
1,21067,122075.0,36690.0,22015.0,2.29,2.89,279900.0,117150.0,123202.0,4580.0,2512.0,85650.0,188392.0,230702.0,288636.0,292370.0,24974.0,27053.0,2079.0,24974.0,24974.0,273590.0,292370.0,1831
2,21067,122793.0,37013.0,22872.0,2.31,2.92,284209.0,118706.0,124978.0,4553.0,2478.0,87541.0,191699.0,234084.0,292825.0,296766.0,25639.0,27559.0,1920.0,25639.0,25639.0,277692.0,296766.0,1704
3,21067,123142.0,36304.0,23632.0,2.34,2.95,288244.0,120316.0,126548.0,4768.0,2667.0,89799.0,194245.0,237128.0,297006.0,300843.0,26748.0,29121.0,2373.0,26748.0,26748.0,281678.0,300843.0,1919
4,21067,124101.0,36120.0,24430.0,2.35,2.97,291286.0,121634.0,128170.0,4427.0,2388.0,91308.0,196497.0,239990.0,300598.0,304473.0,27578.0,29972.0,2394.0,27578.0,27578.0,285138.0,304473.0,1589
5,21067,125752.0,36276.0,25312.0,2.35,2.96,295547.0,123163.0,129794.0,4318.0,2364.0,91115.0,199042.0,243011.0,304108.0,308306.0,27211.0,29878.0,2667.0,27211.0,27211.0,288709.0,308306.0,1661
6,21067,126439.0,36274.0,26269.0,2.36,2.97,298508.0,124482.0,131131.0,3897.0,2134.0,91788.0,200906.0,245342.0,307578.0,311529.0,27760.0,30764.0,3004.0,27760.0,27760.0,291868.0,311529.0,1325
0,21069,5568.0,1870.0,1512.0,2.55,3.08,14186.0,5581.0,5869.0,227.0,170.0,3420.0,9623.0,10742.0,14185.0,14318.0,77.0,87.0,10.0,77.0,77.0,13404.0,14318.0,88
